"genus_name","family_name","order_name","class_name","phylum_name","kingdom_name"
"Eonemachilus","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Eonycteris","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Eophona","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Eopsaltria","Petroicidae","Passeriformes","Aves","Chordata","Metazoa"
"Eopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Eos","Psittaculidae","Psittaciformes","Aves","Chordata","Metazoa"
"Eospalax","Spalacidae","Rodentia","Mammalia","Chordata","Metazoa"
"Eothenomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Eozapus","Dipodidae","Rodentia","Mammalia","Chordata","Metazoa"
"Epactionotus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Epalzeorhynchos","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Epapterus","Auchenipteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ephalophis","Hydrophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ephippion","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Ephippiorhynchus","Ciconiidae","Ciconiiformes","Aves","Chordata","Metazoa"
"Ephippus","Ephippidae","Ephippiformes","Actinopteri","Chordata","Metazoa"
"Ephthianura","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Epibator","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Epibulus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Epicrates","Boidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Epicrionops","Rhinatrematidae","Gymnophiona","Amphibia","Chordata","Metazoa"
"Epictia","Leptotyphlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Epidalea","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Epigonichthys","Branchiostomatidae","Amphioxiformes","Leptocardii","Chordata","Metazoa"
"Epigonus","Epigonidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Epimachus","Paradisaeidae","Passeriformes","Aves","Chordata","Metazoa"
"Epinecrophylla","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Epinephelus","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Epinnula","Gempylidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Epipedobates","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Epiplatys","Nothobranchiidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Episemion","Nothobranchiidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Episoriculus","Soricidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Epixerus","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Epomophorus","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Epomops","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Eptatretus","Myxinidae","Myxiniformes","Myxini","Chordata","Metazoa"
"Eptesicus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Epthianura","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Equetus","Sciaenidae",,"Actinopteri","Chordata","Metazoa"
"Equulites","Leiognathidae","Chaetodontiformes","Actinopteri","Chordata","Metazoa"
"Equus","Equidae","Perissodactyla","Mammalia","Chordata","Metazoa"
"Eremalauda","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremias","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Eremiascincus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Eremichthys","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Eremiornis","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremitalpa","Chrysochloridae",,"Mammalia","Chordata","Metazoa"
"Eremobius","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremodipus","Dipodidae","Rodentia","Mammalia","Chordata","Metazoa"
"Eremomela","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremophila","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremophilus","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Eremopsaltria","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremopterix","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Eremoryzomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Erethistes","Sisoridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Erethistoides","Sisoridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Erethizon","Erethizontidae","Rodentia","Mammalia","Chordata","Metazoa"
"Eretmobrycon","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Eretmochelys","Cheloniidae","Testudines",,"Chordata","Metazoa"
"Eretmodus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Ereunias","Ereuniidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ericabatrachus","Pyxicephalidae","Anura","Amphibia","Chordata","Metazoa"
"Ericymba","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Eridacnis","Proscylliidae","Carcharhiniformes","Chondrichthyes","Chordata","Metazoa"
"Eridiphas","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Erignathus","Phocidae","Carnivora","Mammalia","Chordata","Metazoa"
"Erilepis","Anoplopomatidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Erimonax","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Erimystax","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Erimyzon","Catostomidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Erinaceus","Erinaceidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Eriocnemis","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Erisphex","Aploactinidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Eristicophis","Viperidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Erithacus","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Ernogrammus","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ernstichthys","Aspredinidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Eropeplus","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Erophylla","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Erosa","Synanceiidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Erotelis","Eleotridae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Eroticoscincus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Erpetoichthys","Polypteridae","Polypteriformes","Cladistia","Chordata","Metazoa"
"Erpeton","Homalopsidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Erpornis","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Erromyzon","Gastromyzontidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Erymnochelys","Podocnemididae","Testudines",,"Chordata","Metazoa"
"Erythrinus","Erythrinidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Erythrocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa"
"Erythrocercus","Dicruridae","Passeriformes","Aves","Chordata","Metazoa"
"Erythrocharax","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Erythrocles","Emmelichthyidae",,"Actinopteri","Chordata","Metazoa"
"Erythroculter","Xenocyprididae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Erythrogenys","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Erythrogonys","Charadriidae","Charadriiformes","Aves","Chordata","Metazoa"
"Erythrolamprus","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Erythropitta","Pittidae","Passeriformes","Aves","Chordata","Metazoa"
"Erythrotriorchis","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Erythrura","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Eryx","Boidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Eschrichtius","Eschrichtiidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Escualosa","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Esomus","Danionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Esox","Esocidae","Esociformes","Actinopteri","Chordata","Metazoa"
"Espadarana","Centrolenidae","Anura","Amphibia","Chordata","Metazoa"
"Esselenia","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Esselenichthys","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Estrilda","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Etelis","Lutjanidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Etheostoma","Percidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ethmalosa","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Ethmidium","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
